"id","geom","uprn","udprn","class","parent_uprn","x_coordinate","y_coordinate","latitude","longitude","country","legal_name","sub_building_name","building_name","building_number","usrn","usrn_match_indicator","area_name","street_description","dependent_thoroughfare","thoroughfare","welsh_dependent_thoroughfare","welsh_thoroughfare","double_dependent_locality","dependent_locality","locality","welsh_dependent_locality","welsh_double_dependent_locality","town_name","administrative_area","post_town","welsh_post_town","postcode","postcode_locator","postcode_type","delivery_point_suffix","addressbase_postal","po_box_number","ward_code","parish_code","multi_occ_count","class_1","ex_polygon_id","l2_polygon_id","l4_polygon_id","target_release_date","build_status"
"d62b9a9b-d855-48b9-bd00-7045d5ffeb6e",,,"25396212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"882db97e-bbc7-4d0e-b41d-a15969ae2d6a",,,"25397456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"a429ccef-8253-4454-9723-cb820e0e6baa",,,"25397462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"a0dce13a-d021-410b-bf85-11cfc04bbd8a",,,"25396359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"c956828d-0bf2-4a5b-8db9-ec2bc44b7459",,,"23222015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"799a48e7-dee8-4a34-9d06-4af77c7767ee",,,"23218695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"dedc82a6-9e6d-4e0a-bb9d-184ca98f1b17",,,"6968485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"b1781915-2cdf-4837-8117-31cab5d0597e",,,"6968493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"a176ca72-ecc4-4d63-84dd-141e3b17f579",,,"6968497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"7b4dfc88-2758-4ee1-9394-19af2585af50",,,"23218698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"9af97180-c88b-436d-9232-c9dc2dda6a57",,,"6968486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"74cfd802-defd-4926-b94f-f46101b19fd6",,,"6968487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"dcbc87f3-641e-41d4-8fc1-2e13f586c052",,,"23218201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
"c7756712-f4c7-42e4-9866-a18941091dd3",,,"6968489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40652,113,8567,,
